method,power,fdp,seedB
vanilla,1,0.13043478260869565,1
multiple,1,0,1
vanilla,0.99,0.07476635514018691,2
multiple,1,0,2
vanilla,1,0.06542056074766354,3
multiple,1,0,3
vanilla,0.98,0.06666666666666667,4
multiple,1,0,4
vanilla,0.99,0.11607142857142858,5
multiple,1,0,5
vanilla,0.98,0.057692307692307696,6
multiple,1,0,6
vanilla,0.98,0.02,7
multiple,1,0,7
vanilla,0.97,0.049019607843137254,8
multiple,1,0,8
vanilla,1,0.11504424778761062,9
multiple,1,0,9
vanilla,1,0.047619047619047616,10
multiple,1,0,10
vanilla,1,0.0990990990990991,11
multiple,1,0,11
vanilla,0.98,0.125,12
multiple,1,0,12
vanilla,1,0.1452991452991453,13
multiple,1,0,13
vanilla,0.99,0.10810810810810811,14
multiple,1,0,14
vanilla,0.99,0.0660377358490566,15
multiple,1,0,15
vanilla,0.99,0.11607142857142858,16
multiple,1,0,16
vanilla,1,0.11504424778761062,17
multiple,1,0,17
vanilla,1,0.10714285714285714,18
multiple,1,0,18
vanilla,0.99,0.16101694915254236,19
multiple,1,0,19
vanilla,0.99,0.12389380530973451,20
multiple,1,0,20
