method,power,fdp,seedB
vanilla,0.89,0.06315789473684211,1
multiple,0.89,0,1
vanilla,0.88,0.10204081632653061,2
multiple,0.88,0,2
vanilla,0.91,0.10784313725490197,3
multiple,0.88,0,3
vanilla,0.92,0.02127659574468085,4
multiple,0.88,0,4
vanilla,0.9,0.07216494845360824,5
multiple,0.89,0,5
vanilla,0.93,0.1308411214953271,6
multiple,0.9,0,6
vanilla,0.87,0.05434782608695652,7
multiple,0.87,0,7
vanilla,0.87,0.04395604395604396,8
multiple,0.89,0,8
vanilla,0.88,0.10204081632653061,9
multiple,0.88,0,9
vanilla,0.93,0.05102040816326531,10
multiple,0.88,0.011235955056179775,10
vanilla,0.9,0.09090909090909091,11
multiple,0.89,0,11
vanilla,0.89,0.08247422680412371,12
multiple,0.89,0.011111111111111112,12
vanilla,0.87,0.06451612903225806,13
multiple,0.89,0,13
vanilla,0.88,0.08333333333333333,14
multiple,0.89,0,14
vanilla,0.9,0.1262135922330097,15
multiple,0.88,0,15
vanilla,0.88,0.06382978723404255,16
multiple,0.89,0.011111111111111112,16
vanilla,0.94,0.0784313725490196,17
multiple,0.9,0.01098901098901099,17
vanilla,0.84,0.045454545454545456,18
multiple,0.89,0,18
vanilla,0.88,0.09278350515463918,19
multiple,0.89,0.011111111111111112,19
vanilla,0.93,0.07,20
multiple,0.88,0,20
