method,power,fdp,seedB
vanilla,0.9,0.1,1
multiple,0.88,0.022222222222222223,1
vanilla,0.93,0.0970873786407767,2
multiple,0.89,0.03260869565217391,2
vanilla,0.9,0.09090909090909091,3
multiple,0.89,0.02197802197802198,3
vanilla,0.87,0.06451612903225806,4
multiple,0.89,0.02197802197802198,4
vanilla,0.89,0.1188118811881188,5
multiple,0.88,0.022222222222222223,5
vanilla,0.95,0.08653846153846154,6
multiple,0.9,0.03225806451612903,6
vanilla,0.92,0.05154639175257732,7
multiple,0.89,0.03260869565217391,7
vanilla,0.88,0.13725490196078433,8
multiple,0.89,0.03260869565217391,8
vanilla,0.9,0.0625,9
multiple,0.88,0.03296703296703297,9
vanilla,0.88,0.07368421052631578,10
multiple,0.89,0.03260869565217391,10
vanilla,0.92,0.10679611650485436,11
multiple,0.88,0.03296703296703297,11
vanilla,0.89,0.11,12
multiple,0.89,0.03260869565217391,12
vanilla,0.89,0.11,13
multiple,0.89,0.03260869565217391,13
vanilla,0.91,0.10784313725490197,14
multiple,0.89,0.03260869565217391,14
vanilla,0.89,0.11,15
multiple,0.89,0.02197802197802198,15
vanilla,0.92,0.14814814814814814,16
multiple,0.89,0.03260869565217391,16
vanilla,0.9,0.10891089108910891,17
multiple,0.9,0.03225806451612903,17
vanilla,0.91,0.061855670103092786,18
multiple,0.89,0.03260869565217391,18
vanilla,0.92,0.08,19
multiple,0.88,0.022222222222222223,19
vanilla,0.9,0.0425531914893617,20
multiple,0.88,0.03296703296703297,20
