method,power,fdp,seedB
vanilla,0.83,0.08791208791208792,1
multiple,0.87,0.03333333333333333,1
vanilla,0.91,0.09900990099009901,2
multiple,0.89,0.03260869565217391,2
vanilla,0.9,0.1,3
multiple,0.87,0.03333333333333333,3
vanilla,0.92,0.11538461538461539,4
multiple,0.89,0.03260869565217391,4
vanilla,0.93,0.16216216216216217,5
multiple,0.87,0.03333333333333333,5
vanilla,0.88,0.06382978723404255,6
multiple,0.88,0.03296703296703297,6
vanilla,0.91,0.14150943396226415,7
multiple,0.88,0.03296703296703297,7
vanilla,0.86,0.10416666666666667,8
multiple,0.89,0.03260869565217391,8
vanilla,0.83,0.04597701149425287,9
multiple,0.88,0.03296703296703297,9
vanilla,0.88,0.09278350515463918,10
multiple,0.88,0.03296703296703297,10
vanilla,0.89,0.14423076923076922,11
multiple,0.89,0.03260869565217391,11
vanilla,0.91,0.08080808080808081,12
multiple,0.89,0.03260869565217391,12
vanilla,0.85,0.09574468085106383,13
multiple,0.87,0.03333333333333333,13
vanilla,0.91,0.11650485436893204,14
multiple,0.88,0.03296703296703297,14
vanilla,0.91,0.09,15
multiple,0.89,0.03260869565217391,15
vanilla,0.92,0.10679611650485436,16
multiple,0.88,0.03296703296703297,16
vanilla,0.9,0.14285714285714285,17
multiple,0.89,0.03260869565217391,17
vanilla,0.83,0.04597701149425287,18
multiple,0.86,0.033707865168539325,18
vanilla,0.91,0.07142857142857142,19
multiple,0.88,0.03296703296703297,19
vanilla,0.86,0.054945054945054944,20
multiple,0.87,0.03333333333333333,20
