method,power,fdp,seedB
vanilla,0.73,0.10975609756097561,1
multiple,0.66,0.014925373134328358,1
vanilla,0.61,0.031746031746031744,2
multiple,0.62,0.015873015873015872,2
vanilla,0.59,0.016666666666666666,3
multiple,0.63,0.015625,3
vanilla,0.76,0.07317073170731707,4
multiple,0.62,0.015873015873015872,4
vanilla,0.72,0.1111111111111111,5
multiple,0.65,0.015151515151515152,5
vanilla,0.63,0.03076923076923077,6
multiple,0.67,0.028985507246376812,6
vanilla,0.7,0.014084507042253521,7
multiple,0.62,0.015873015873015872,7
vanilla,0.7,0.06666666666666667,8
multiple,0.63,0,8
vanilla,0.67,0.04285714285714286,9
multiple,0.68,0.014492753623188406,9
vanilla,0.71,0.0273972602739726,10
multiple,0.66,0.014925373134328358,10
vanilla,0.65,0.07142857142857142,11
multiple,0.62,0.015873015873015872,11
vanilla,0.59,0.016666666666666666,12
multiple,0.65,0.015151515151515152,12
vanilla,0.79,0.1595744680851064,13
multiple,0.61,0,13
vanilla,0.79,0.08139534883720931,14
multiple,0.65,0.015151515151515152,14
vanilla,0.72,0.04,15
multiple,0.67,0.014705882352941176,15
vanilla,0.75,0.0625,16
multiple,0.65,0.015151515151515152,16
vanilla,0.67,0.04285714285714286,17
multiple,0.64,0,17
vanilla,0.72,0.1724137931034483,18
multiple,0.65,0.015151515151515152,18
vanilla,0.74,0.075,19
multiple,0.62,0.015873015873015872,19
vanilla,0.62,0.046153846153846156,20
multiple,0.65,0.015151515151515152,20
