method,power,fdp,seedB
vanilla,1,0.05660377358490566,1
multiple,1,0.02912621359223301,1
vanilla,0.99,0.07476635514018691,2
multiple,1,0.02912621359223301,2
vanilla,0.98,0.13274336283185842,3
multiple,1,0.0196078431372549,3
vanilla,1,0.02912621359223301,4
multiple,1,0.02912621359223301,4
vanilla,0.99,0.1391304347826087,5
multiple,1,0.0196078431372549,5
vanilla,0.98,0.04854368932038835,6
multiple,1,0.02912621359223301,6
vanilla,0.99,0.0660377358490566,7
multiple,1,0.02912621359223301,7
vanilla,0.99,0.10810810810810811,8
multiple,1,0.02912621359223301,8
vanilla,0.99,0.08333333333333333,9
multiple,1,0.02912621359223301,9
vanilla,1,0.07407407407407407,10
multiple,1,0.02912621359223301,10
vanilla,1,0.09090909090909091,11
multiple,1,0.02912621359223301,11
vanilla,1,0.12280701754385964,12
multiple,1,0.02912621359223301,12
vanilla,0.99,0.09174311926605505,13
multiple,1,0.0196078431372549,13
vanilla,0.99,0.08333333333333333,14
multiple,1,0.038461538461538464,14
vanilla,0.99,0.1,15
multiple,1,0.02912621359223301,15
vanilla,1,0.1452991452991453,16
multiple,1,0.02912621359223301,16
vanilla,0.99,0.0660377358490566,17
multiple,1,0.038461538461538464,17
vanilla,1,0.1452991452991453,18
multiple,1,0.02912621359223301,18
vanilla,1,0.21875,19
multiple,1,0.0196078431372549,19
vanilla,1,0.09090909090909091,20
multiple,1,0.02912621359223301,20
