method,power,fdp,seedB
vanilla,0.7,0.06666666666666667,1
multiple,0.71,0.05333333333333334,1
vanilla,0.8,0.14893617021276595,2
multiple,0.72,0.04,2
vanilla,0.7,0.05405405405405406,3
multiple,0.64,0.030303030303030304,3
vanilla,0.8,0.1111111111111111,4
multiple,0.68,0.04225352112676056,4
vanilla,0.77,0.1348314606741573,5
multiple,0.6,0.047619047619047616,5
vanilla,0.68,0.09333333333333334,6
multiple,0.67,0.04285714285714286,6
vanilla,0.82,0.18,7
multiple,0.66,0.029411764705882353,7
vanilla,0.8,0.21568627450980393,8
multiple,0.69,0.028169014084507043,8
vanilla,0.66,0.05714285714285714,9
multiple,0.74,0.03896103896103896,9
vanilla,0.66,0.08333333333333333,10
multiple,0.63,0.03076923076923077,10
vanilla,0.7,0.05405405405405406,11
multiple,0.63,0.03076923076923077,11
vanilla,0.8,0.08045977011494253,12
multiple,0.7,0.0410958904109589,12
vanilla,0.8,0.1111111111111111,13
multiple,0.61,0.016129032258064516,13
vanilla,0.82,0.14583333333333334,14
multiple,0.65,0.04411764705882353,14
vanilla,0.83,0.07777777777777778,15
multiple,0.63,0.045454545454545456,15
vanilla,0.81,0.0898876404494382,16
multiple,0.67,0.028985507246376812,16
vanilla,0.81,0.14736842105263157,17
multiple,0.7,0.0410958904109589,17
vanilla,0.7,0.10256410256410256,18
multiple,0.64,0.030303030303030304,18
vanilla,0.69,0.06756756756756757,19
multiple,0.69,0.041666666666666664,19
vanilla,0.73,0.10975609756097561,20
multiple,0.62,0.046153846153846156,20
