method,power,fdp,seedB
vanilla,0.97,0.1415929203539823,1
multiple,0.98,0.02,1
vanilla,0.95,0.04040404040404041,2
multiple,0.96,0.010309278350515464,2
vanilla,0.96,0.09433962264150944,3
multiple,0.97,0.01020408163265306,3
vanilla,0.94,0.11320754716981132,4
multiple,0.98,0.010101010101010102,4
vanilla,0.97,0.05825242718446602,5
multiple,0.98,0.010101010101010102,5
vanilla,0.96,0.058823529411764705,6
multiple,0.97,0.01020408163265306,6
vanilla,0.93,0.07,7
multiple,0.96,0.010309278350515464,7
vanilla,0.93,0.07,8
multiple,0.98,0.02,8
vanilla,0.98,0.10909090909090909,9
multiple,0.96,0.010309278350515464,9
vanilla,0.97,0.0673076923076923,10
multiple,0.97,0.01020408163265306,10
vanilla,0.96,0.07692307692307693,11
multiple,0.97,0.01020408163265306,11
vanilla,0.95,0.05,12
multiple,0.98,0.02,12
vanilla,0.96,0.04950495049504951,13
multiple,0.98,0.02,13
vanilla,0.94,0.04081632653061224,14
multiple,0.97,0.01020408163265306,14
vanilla,0.98,0.057692307692307696,15
multiple,0.98,0.010101010101010102,15
vanilla,0.96,0.06796116504854369,16
multiple,0.98,0.02,16
vanilla,0.92,0.0707070707070707,17
multiple,0.97,0.01020408163265306,17
vanilla,0.97,0.08490566037735849,18
multiple,0.97,0.01020408163265306,18
vanilla,0.97,0.0673076923076923,19
multiple,0.98,0.02,19
vanilla,0.96,0.07692307692307693,20
multiple,0.97,0.01020408163265306,20
