method,power,fdp,seedB
vanilla,0.98,0.06666666666666667,1
multiple,0.98,0.010101010101010102,1
vanilla,0.94,0.04081632653061224,2
multiple,0.97,0.01020408163265306,2
vanilla,0.97,0.08490566037735849,3
multiple,0.98,0.010101010101010102,3
vanilla,0.96,0.06796116504854369,4
multiple,0.98,0.010101010101010102,4
vanilla,0.98,0.10091743119266056,5
multiple,0.98,0.010101010101010102,5
vanilla,0.98,0.06666666666666667,6
multiple,0.98,0.02,6
vanilla,0.99,0.04807692307692308,7
multiple,0.97,0.01020408163265306,7
vanilla,0.98,0.08411214953271028,8
multiple,0.97,0.01020408163265306,8
vanilla,0.94,0.030927835051546393,9
multiple,0.98,0.010101010101010102,9
vanilla,0.97,0.0761904761904762,10
multiple,0.98,0.010101010101010102,10
vanilla,0.96,0.02040816326530612,11
multiple,0.98,0.02,11
vanilla,0.97,0.01020408163265306,12
multiple,0.97,0.020202020202020204,12
vanilla,0.99,0.04807692307692308,13
multiple,0.97,0.01020408163265306,13
vanilla,0.98,0.02,14
multiple,0.98,0.010101010101010102,14
vanilla,0.97,0.03,15
multiple,0.97,0.01020408163265306,15
vanilla,0.99,0.05714285714285714,16
multiple,0.99,0.019801980198019802,16
vanilla,0.97,0.03,17
multiple,0.97,0.01020408163265306,17
vanilla,0.98,0.08411214953271028,18
multiple,0.98,0.010101010101010102,18
vanilla,0.99,0.029411764705882353,19
multiple,0.97,0.01020408163265306,19
vanilla,0.98,0.0297029702970297,20
multiple,0.98,0.010101010101010102,20
