method,power,fdp,seedB
vanilla,0.93,0.15454545454545454,1
multiple,0.95,0.030612244897959183,1
vanilla,0.95,0.07766990291262135,2
multiple,0.94,0.020833333333333332,2
vanilla,0.91,0.042105263157894736,3
multiple,0.94,0.030927835051546393,3
vanilla,0.94,0.09615384615384616,4
multiple,0.94,0.030927835051546393,4
vanilla,0.88,0.06382978723404255,5
multiple,0.95,0.020618556701030927,5
vanilla,0.93,0.07920792079207921,6
multiple,0.94,0.020833333333333332,6
vanilla,0.91,0.1574074074074074,7
multiple,0.94,0.020833333333333332,7
vanilla,0.93,0.11428571428571428,8
multiple,0.94,0.020833333333333332,8
vanilla,0.88,0.043478260869565216,9
multiple,0.94,0.020833333333333332,9
vanilla,0.91,0.09,10
multiple,0.94,0.020833333333333332,10
vanilla,0.95,0.09523809523809523,11
multiple,0.94,0.020833333333333332,11
vanilla,0.96,0.12727272727272726,12
multiple,0.95,0.020618556701030927,12
vanilla,0.89,0.06315789473684211,13
multiple,0.94,0.030927835051546393,13
vanilla,0.94,0.06930693069306931,14
multiple,0.94,0.020833333333333332,14
vanilla,0.91,0.13333333333333333,15
multiple,0.95,0.020618556701030927,15
vanilla,0.91,0.09,16
multiple,0.95,0.020618556701030927,16
vanilla,0.91,0.07142857142857142,17
multiple,0.94,0.010526315789473684,17
vanilla,0.95,0.11214953271028037,18
multiple,0.94,0.020833333333333332,18
vanilla,0.95,0.09523809523809523,19
multiple,0.94,0.030927835051546393,19
vanilla,0.97,0.08490566037735849,20
multiple,0.94,0.020833333333333332,20
