method,power,fdp,seedB
vanilla,0.94,0.050505050505050504,1
multiple,0.98,0.0297029702970297,1
vanilla,0.98,0.13274336283185842,2
multiple,0.98,0.0392156862745098,2
vanilla,0.98,0.19008264462809918,3
multiple,0.98,0.0297029702970297,3
vanilla,0.98,0.10909090909090909,4
multiple,0.98,0.0297029702970297,4
vanilla,0.97,0.11818181818181818,5
multiple,0.98,0.0392156862745098,5
vanilla,0.99,0.1391304347826087,6
multiple,0.98,0.0392156862745098,6
vanilla,0.97,0.17094017094017094,7
multiple,0.98,0.02,7
vanilla,0.97,0.11818181818181818,8
multiple,0.98,0.0392156862745098,8
vanilla,0.97,0.13392857142857142,9
multiple,0.98,0.0392156862745098,9
vanilla,0.95,0.09523809523809523,10
multiple,0.99,0.038834951456310676,10
vanilla,0.97,0.1415929203539823,11
multiple,0.98,0.0297029702970297,11
vanilla,0.98,0.125,12
multiple,0.98,0.02,12
vanilla,0.99,0.1391304347826087,13
multiple,0.98,0.0392156862745098,13
vanilla,0.98,0.13274336283185842,14
multiple,0.98,0.02,14
vanilla,0.99,0.2204724409448819,15
multiple,0.98,0.0297029702970297,15
vanilla,0.98,0.14035087719298245,16
multiple,0.98,0.0297029702970297,16
vanilla,0.99,0.10810810810810811,17
multiple,0.99,0.029411764705882353,17
vanilla,0.98,0.234375,18
multiple,0.98,0.0297029702970297,18
vanilla,0.98,0.14782608695652175,19
multiple,0.98,0.0297029702970297,19
vanilla,0.97,0.14912280701754385,20
multiple,0.98,0.02,20
