method,power,fdp,seedB
vanilla,0.99,0.04807692307692308,1
multiple,1,0.0196078431372549,1
vanilla,0.99,0.04807692307692308,2
multiple,1,0.009900990099009901,2
vanilla,0.98,0.02,3
multiple,1,0.009900990099009901,3
vanilla,1,0.09090909090909091,4
multiple,1,0.0196078431372549,4
vanilla,0.97,0,5
multiple,1,0.009900990099009901,5
vanilla,1,0.05660377358490566,6
multiple,1,0.0196078431372549,6
vanilla,0.99,0.0660377358490566,7
multiple,1,0.009900990099009901,7
vanilla,0.99,0.14655172413793102,8
multiple,1,0.009900990099009901,8
vanilla,0.99,0.04807692307692308,9
multiple,1,0.009900990099009901,9
vanilla,1,0.07407407407407407,10
multiple,1,0.0196078431372549,10
vanilla,1,0.09090909090909091,11
multiple,1,0.009900990099009901,11
vanilla,1,0.11504424778761062,12
multiple,1,0.009900990099009901,12
vanilla,1,0.12280701754385964,13
multiple,1,0.009900990099009901,13
vanilla,0.99,0.07476635514018691,14
multiple,1,0.0196078431372549,14
vanilla,0.98,0.06666666666666667,15
multiple,1,0.009900990099009901,15
vanilla,1,0.038461538461538464,16
multiple,1,0.0196078431372549,16
vanilla,1,0.05660377358490566,17
multiple,1,0.009900990099009901,17
vanilla,1,0.11504424778761062,18
multiple,1,0.0196078431372549,18
vanilla,1,0.047619047619047616,19
multiple,0.99,0.01,19
vanilla,0.99,0.07476635514018691,20
multiple,1,0.0196078431372549,20
