method,power,fdp,seedB
vanilla,0.29,0.03333333333333333,1
multiple,0,0,1
vanilla,0.27,0,2
multiple,0,0,2
vanilla,0.11,0,3
multiple,0,0,3
vanilla,0.39,0.04878048780487805,4
multiple,0,0,4
vanilla,0.32,0.030303030303030304,5
multiple,0.23,0,5
vanilla,0.41,0.023809523809523808,6
multiple,0,0,6
vanilla,0.3,0.03225806451612903,7
multiple,0,0,7
vanilla,0.49,0.09259259259259259,8
multiple,0,0,8
vanilla,0.37,0.0975609756097561,9
multiple,0,0,9
vanilla,0.34,0.05555555555555555,10
multiple,0,0,10
vanilla,0.27,0,11
multiple,0,0,11
vanilla,0.17,0,12
multiple,0,0,12
vanilla,0.29,0.03333333333333333,13
multiple,0,0,13
vanilla,0.11,0,14
multiple,0,0,14
vanilla,0.3,0.03225806451612903,15
multiple,0.22,0,15
vanilla,0.25,0.038461538461538464,16
multiple,0,0,16
vanilla,0.21,0,17
multiple,0.2,0,17
vanilla,0.22,0,18
multiple,0,0,18
vanilla,0.26,0,19
multiple,0,0,19
vanilla,0.3,0.03225806451612903,20
multiple,0,0,20
