method,power,fdp,seedB
vanilla,0.85,0.06593406593406594,1
multiple,0.88,0.03296703296703297,1
vanilla,0.93,0.18421052631578946,2
multiple,0.88,0.03296703296703297,2
vanilla,0.94,0.14545454545454545,3
multiple,0.88,0.03296703296703297,3
vanilla,0.9,0.07216494845360824,4
multiple,0.88,0.043478260869565216,4
vanilla,0.88,0.08333333333333333,5
multiple,0.87,0.03333333333333333,5
vanilla,0.76,0.05,6
multiple,0.88,0.03296703296703297,6
vanilla,0.89,0.07291666666666667,7
multiple,0.87,0.02247191011235955,7
vanilla,0.95,0.20833333333333334,8
multiple,0.88,0.03296703296703297,8
vanilla,0.85,0.03409090909090909,9
multiple,0.88,0.03296703296703297,9
vanilla,0.93,0.08823529411764706,10
multiple,0.88,0.022222222222222223,10
vanilla,0.9,0.1,11
multiple,0.87,0.03333333333333333,11
vanilla,0.92,0.0891089108910891,12
multiple,0.88,0.022222222222222223,12
vanilla,0.9,0.1262135922330097,13
multiple,0.88,0.03296703296703297,13
vanilla,0.85,0.09574468085106383,14
multiple,0.88,0.03296703296703297,14
vanilla,0.86,0.07526881720430108,15
multiple,0.87,0.03333333333333333,15
vanilla,0.79,0.05952380952380952,16
multiple,0.88,0.043478260869565216,16
vanilla,0.88,0.06382978723404255,17
multiple,0.88,0.03296703296703297,17
vanilla,0.85,0.1326530612244898,18
multiple,0.88,0.03296703296703297,18
vanilla,0.89,0.11,19
multiple,0.88,0.03296703296703297,19
vanilla,0.88,0.12,20
multiple,0.88,0.03296703296703297,20
