method,power,fdp,seedB
vanilla,0.99,0.038834951456310676,1
multiple,0.99,0.019801980198019802,1
vanilla,0.99,0.07476635514018691,2
multiple,0.99,0.038834951456310676,2
vanilla,1,0.038461538461538464,3
multiple,0.99,0.029411764705882353,3
vanilla,0.98,0.06666666666666667,4
multiple,0.99,0.038834951456310676,4
vanilla,1,0.0990990990990991,5
multiple,0.99,0.029411764705882353,5
vanilla,1,0.15254237288135594,6
multiple,0.99,0.029411764705882353,6
vanilla,0.99,0.208,7
multiple,0.99,0.029411764705882353,7
vanilla,0.99,0.15384615384615385,8
multiple,0.99,0.029411764705882353,8
vanilla,0.99,0.029411764705882353,9
multiple,0.99,0.019801980198019802,9
vanilla,0.99,0.10810810810810811,10
multiple,0.99,0.019801980198019802,10
vanilla,0.98,0.057692307692307696,11
multiple,0.99,0.019801980198019802,11
vanilla,1,0.1452991452991453,12
multiple,0.99,0.038834951456310676,12
vanilla,0.99,0.0660377358490566,13
multiple,0.99,0.029411764705882353,13
vanilla,0.99,0.09174311926605505,14
multiple,0.99,0.019801980198019802,14
vanilla,1,0.11504424778761062,15
multiple,0.99,0.038834951456310676,15
vanilla,0.99,0.11607142857142858,16
multiple,0.99,0.038834951456310676,16
vanilla,0.99,0.038834951456310676,17
multiple,0.99,0.029411764705882353,17
vanilla,0.97,0.05825242718446602,18
multiple,0.99,0.019801980198019802,18
vanilla,0.98,0.04854368932038835,19
multiple,0.99,0.019801980198019802,19
vanilla,0.99,0.08333333333333333,20
multiple,0.99,0.029411764705882353,20
