method,power,fdp,seedB
vanilla,0.92,0.14018691588785046,1
multiple,0.88,0.03296703296703297,1
vanilla,0.95,0.20168067226890757,2
multiple,0.86,0.033707865168539325,2
vanilla,0.85,0.06593406593406594,3
multiple,0.86,0.033707865168539325,3
vanilla,0.88,0.08333333333333333,4
multiple,0.87,0.03333333333333333,4
vanilla,0.9,0.16666666666666666,5
multiple,0.88,0.03296703296703297,5
vanilla,0.84,0.08695652173913043,6
multiple,0.87,0.03333333333333333,6
vanilla,0.9,0.18181818181818182,7
multiple,0.87,0.03333333333333333,7
vanilla,0.86,0.10416666666666667,8
multiple,0.87,0.03333333333333333,8
vanilla,0.89,0.10101010101010101,9
multiple,0.89,0.03260869565217391,9
vanilla,0.84,0.0967741935483871,10
multiple,0.86,0.033707865168539325,10
vanilla,0.88,0.10204081632653061,11
multiple,0.89,0.03260869565217391,11
vanilla,0.89,0.12745098039215685,12
multiple,0.89,0.03260869565217391,12
vanilla,0.94,0.17543859649122806,13
multiple,0.87,0.03333333333333333,13
vanilla,0.91,0.14953271028037382,14
multiple,0.88,0.03296703296703297,14
vanilla,0.85,0.07608695652173914,15
multiple,0.88,0.03296703296703297,15
vanilla,0.94,0.21666666666666667,16
multiple,0.86,0.033707865168539325,16
vanilla,0.84,0.15151515151515152,17
multiple,0.88,0.03296703296703297,17
vanilla,0.92,0.0891089108910891,18
multiple,0.89,0.03260869565217391,18
vanilla,0.89,0.17592592592592593,19
multiple,0.89,0.03260869565217391,19
vanilla,0.85,0.10526315789473684,20
multiple,0.88,0.03296703296703297,20
