method,power,fdp,seedB
vanilla,0.91,0.042105263157894736,1
multiple,0.93,0.010638297872340425,1
vanilla,0.94,0.10476190476190476,2
multiple,0.92,0.02127659574468085,2
vanilla,0.94,0.06930693069306931,3
multiple,0.93,0.021052631578947368,3
vanilla,0.93,0.07,4
multiple,0.92,0.02127659574468085,4
vanilla,0.94,0.16071428571428573,5
multiple,0.91,0.021505376344086023,5
vanilla,0.94,0.12149532710280374,6
multiple,0.91,0.010869565217391304,6
vanilla,0.94,0.12149532710280374,7
multiple,0.91,0.010869565217391304,7
vanilla,0.9,0.021739130434782608,8
multiple,0.93,0.021052631578947368,8
vanilla,0.91,0.031914893617021274,9
multiple,0.93,0.021052631578947368,9
vanilla,0.92,0.10679611650485436,10
multiple,0.93,0.021052631578947368,10
vanilla,0.92,0.17857142857142858,11
multiple,0.92,0.010752688172043012,11
vanilla,0.93,0.041237113402061855,12
multiple,0.93,0.021052631578947368,12
vanilla,0.92,0.061224489795918366,13
multiple,0.93,0.021052631578947368,13
vanilla,0.91,0.08080808080808081,14
multiple,0.92,0.010752688172043012,14
vanilla,0.95,0.15178571428571427,15
multiple,0.94,0.010526315789473684,15
vanilla,0.91,0.07142857142857142,16
multiple,0.91,0.010869565217391304,16
vanilla,0.91,0.07142857142857142,17
multiple,0.92,0.02127659574468085,17
vanilla,0.94,0.09615384615384616,18
multiple,0.91,0.021505376344086023,18
vanilla,0.9,0.0425531914893617,19
multiple,0.92,0.010752688172043012,19
vanilla,0.87,0.05434782608695652,20
multiple,0.92,0.010752688172043012,20
