method,power,fdp,seedB
vanilla,0.77,0.06097560975609756,1
multiple,0.67,0.028985507246376812,1
vanilla,0.77,0.08333333333333333,2
multiple,0.67,0.028985507246376812,2
vanilla,0.87,0.16346153846153846,3
multiple,0.68,0.02857142857142857,3
vanilla,0.87,0.13861386138613863,4
multiple,0.68,0.014492753623188406,4
vanilla,0.74,0.03896103896103896,5
multiple,0.66,0.014925373134328358,5
vanilla,0.77,0.09411764705882353,6
multiple,0.65,0.015151515151515152,6
vanilla,0.7,0.027777777777777776,7
multiple,0.64,0.015384615384615385,7
vanilla,0.73,0.0641025641025641,8
multiple,0.67,0.028985507246376812,8
vanilla,0.67,0.056338028169014086,9
multiple,0.64,0.015384615384615385,9
vanilla,0.7,0.014084507042253521,10
multiple,0.68,0.02857142857142857,10
vanilla,0.76,0.07317073170731707,11
multiple,0.69,0.014285714285714285,11
vanilla,0.71,0.0273972602739726,12
multiple,0.67,0.028985507246376812,12
vanilla,0.66,0.029411764705882353,13
multiple,0.65,0.015151515151515152,13
vanilla,0.77,0.04938271604938271,14
multiple,0.63,0.03076923076923077,14
vanilla,0.77,0.10465116279069768,15
multiple,0.66,0.029411764705882353,15
vanilla,0.81,0.12903225806451613,16
multiple,0.65,0.029850746268656716,16
vanilla,0.63,0.045454545454545456,17
multiple,0.65,0.029850746268656716,17
vanilla,0.78,0.025,18
multiple,0.67,0.014705882352941176,18
vanilla,0.85,0.08602150537634409,19
multiple,0.67,0.014705882352941176,19
vanilla,0.83,0.09782608695652174,20
multiple,0.68,0.014492753623188406,20
