method,power,fdp,seedB
vanilla,0.975,0.037037037037037035,1
multiple,0.975,0,1
vanilla,0.9875,0.12222222222222222,2
multiple,0.975,0,2
vanilla,0.9875,0.08139534883720931,3
multiple,0.975,0,3
vanilla,0.975,0.025,4
multiple,0.975,0,4
vanilla,0.9375,0,5
multiple,0.975,0,5
vanilla,0.9625,0.0375,6
multiple,0.975,0,6
vanilla,0.975,0.07142857142857142,7
multiple,0.975,0,7
vanilla,0.975,0.037037037037037035,8
multiple,0.975,0,8
vanilla,0.9875,0.04819277108433735,9
multiple,0.975,0,9
vanilla,0.9875,0.07058823529411765,10
multiple,0.975,0.012658227848101266,10
vanilla,0.9625,0.04938271604938271,11
multiple,0.975,0,11
vanilla,0.975,0.09302325581395349,12
multiple,0.975,0,12
vanilla,0.975,0.037037037037037035,13
multiple,0.975,0,13
vanilla,0.9875,0.08139534883720931,14
multiple,0.975,0,14
vanilla,0.9875,0.07058823529411765,15
multiple,0.975,0,15
vanilla,0.9375,0.038461538461538464,16
multiple,0.975,0,16
vanilla,0.975,0.04878048780487805,17
multiple,0.975,0,17
vanilla,0.975,0.025,18
multiple,0.975,0.012658227848101266,18
vanilla,0.975,0.07142857142857142,19
multiple,0.975,0,19
vanilla,0.975,0.07142857142857142,20
multiple,0.975,0.012658227848101266,20
