method,power,fdp,seedB
vanilla,0.5875,0.12962962962962962,1
multiple,0.375,0,1
vanilla,0.3875,0.03125,2
multiple,0.375,0,2
vanilla,0.375,0.03225806451612903,3
multiple,0.375,0,3
vanilla,0.525,0.08695652173913043,4
multiple,0.3875,0.03125,4
vanilla,0.425,0.02857142857142857,5
multiple,0.3625,0,5
vanilla,0.3,0,6
multiple,0.375,0,6
vanilla,0.5,0.09090909090909091,7
multiple,0.3625,0,7
vanilla,0.5875,0.0784313725490196,8
multiple,0.3875,0,8
vanilla,0.4125,0,9
multiple,0.375,0.03225806451612903,9
vanilla,0.4125,0.029411764705882353,10
multiple,0.375,0.03225806451612903,10
vanilla,0.4125,0.05714285714285714,11
multiple,0.4,0.030303030303030304,11
vanilla,0.4625,0.075,12
multiple,0.375,0,12
vanilla,0.45,0.07692307692307693,13
multiple,0.375,0.03225806451612903,13
vanilla,0.3875,0.03125,14
multiple,0.4,0.030303030303030304,14
vanilla,0.425,0,15
multiple,0.4,0.030303030303030304,15
vanilla,0.275,0,16
multiple,0.3625,0,16
vanilla,0.55,0.10204081632653061,17
multiple,0.3875,0.03125,17
vanilla,0.525,0.08695652173913043,18
multiple,0.3875,0.03125,18
vanilla,0.475,0.09523809523809523,19
multiple,0.375,0.03225806451612903,19
vanilla,0.4875,0.04878048780487805,20
multiple,0.4,0.030303030303030304,20
