method,power,fdp,seedB
vanilla,0.975,0.10344827586206896,1
multiple,0.975,0.04878048780487805,1
vanilla,0.95,0.07317073170731707,2
multiple,0.975,0.037037037037037035,2
vanilla,0.9875,0.13186813186813187,3
multiple,0.975,0.04878048780487805,3
vanilla,0.9625,0.0375,4
multiple,0.975,0.037037037037037035,4
vanilla,0.9625,0.09411764705882353,5
multiple,0.975,0.04878048780487805,5
vanilla,0.9875,0.14130434782608695,6
multiple,0.975,0.060240963855421686,6
vanilla,0.9625,0.08333333333333333,7
multiple,0.975,0.04878048780487805,7
vanilla,0.9875,0.12222222222222222,8
multiple,0.975,0.037037037037037035,8
vanilla,0.975,0.13333333333333333,9
multiple,0.975,0.04878048780487805,9
vanilla,0.9875,0.14130434782608695,10
multiple,0.975,0.04878048780487805,10
vanilla,0.9875,0.12222222222222222,11
multiple,0.975,0.037037037037037035,11
vanilla,0.975,0.10344827586206896,12
multiple,0.975,0.060240963855421686,12
vanilla,0.95,0.08433734939759036,13
multiple,0.975,0.037037037037037035,13
vanilla,0.975,0.08235294117647059,14
multiple,0.975,0.04878048780487805,14
vanilla,1,0.12087912087912088,15
multiple,0.975,0.04878048780487805,15
vanilla,0.9375,0.08536585365853659,16
multiple,0.975,0.037037037037037035,16
vanilla,0.9875,0.08139534883720931,17
multiple,0.975,0.07142857142857142,17
vanilla,0.9625,0.07228915662650602,18
multiple,0.975,0.037037037037037035,18
vanilla,0.975,0.11363636363636363,19
multiple,0.975,0.04878048780487805,19
vanilla,0.975,0.09302325581395349,20
multiple,0.975,0.037037037037037035,20
