method,power,fdp,seedB
vanilla,0.8125,0.029850746268656716,1
multiple,0.7875,0.03076923076923077,1
vanilla,0.8375,0.11842105263157894,2
multiple,0.7875,0.015625,2
vanilla,0.7875,0.05970149253731343,3
multiple,0.8,0.04477611940298507,3
vanilla,0.925,0.16853932584269662,4
multiple,0.775,0.015873015873015872,4
vanilla,0.875,0.13580246913580246,5
multiple,0.8,0.04477611940298507,5
vanilla,0.7125,0.03389830508474576,6
multiple,0.7625,0.016129032258064516,6
vanilla,0.75,0.047619047619047616,7
multiple,0.7375,0.016666666666666666,7
vanilla,0.85,0.09333333333333334,8
multiple,0.7625,0.016129032258064516,8
vanilla,0.8625,0.1375,9
multiple,0.8,0.015384615384615385,9
vanilla,0.925,0.17777777777777778,10
multiple,0.8,0.015384615384615385,10
vanilla,0.875,0.10256410256410256,11
multiple,0.8,0.015384615384615385,11
vanilla,0.725,0.04918032786885246,12
multiple,0.775,0.015873015873015872,12
vanilla,0.7375,0.03278688524590164,13
multiple,0.7625,0.016129032258064516,13
vanilla,0.825,0.12,14
multiple,0.775,0.03125,14
vanilla,0.825,0.10810810810810811,15
multiple,0.7875,0.015625,15
vanilla,0.8375,0.14102564102564102,16
multiple,0.825,0.014925373134328358,16
vanilla,0.8375,0.06944444444444445,17
multiple,0.8,0.030303030303030304,17
vanilla,0.8625,0.09210526315789473,18
multiple,0.7625,0.016129032258064516,18
vanilla,0.8625,0.06756756756756757,19
multiple,0.7875,0.03076923076923077,19
vanilla,0.8375,0.11842105263157894,20
multiple,0.7625,0.016129032258064516,20
