method,power,fdp,seedB
vanilla,0,0,1
multiple,0,0,1
vanilla,0.3,0.14285714285714285,2
multiple,0,0,2
vanilla,0.3875,0.24390243902439024,3
multiple,0,0,3
vanilla,0.2375,0.05,4
multiple,0,0,4
vanilla,0.3125,0.16666666666666666,5
multiple,0,0,5
vanilla,0.2,0,6
multiple,0,0,6
vanilla,0.3,0.07692307692307693,7
multiple,0,0,7
vanilla,0.25,0.047619047619047616,8
multiple,0.25,0.047619047619047616,8
vanilla,0.2875,0.041666666666666664,9
multiple,0,0,9
vanilla,0.3,0.22580645161290322,10
multiple,0,0,10
vanilla,0.3625,0.21621621621621623,11
multiple,0,0,11
vanilla,0.325,0.16129032258064516,12
multiple,0,0,12
vanilla,0.15,0,13
multiple,0,0,13
vanilla,0.2375,0.05,14
multiple,0.2375,0.05,14
vanilla,0.175,0,15
multiple,0,0,15
vanilla,0.2625,0.045454545454545456,16
multiple,0,0,16
vanilla,0.1625,0,17
multiple,0,0,17
vanilla,0.2625,0,18
multiple,0,0,18
vanilla,0.3375,0.12903225806451613,19
multiple,0,0,19
vanilla,0.175,0.06666666666666667,20
multiple,0,0,20
