method,power,fdp,seedB
vanilla,0.95,0.13636363636363635,1
multiple,0.9,0.06493506493506493,1
vanilla,0.9,0.07692307692307693,2
multiple,0.9125,0.0641025641025641,2
vanilla,0.9,0.07692307692307693,3
multiple,0.9125,0.0759493670886076,3
vanilla,0.8375,0.0945945945945946,4
multiple,0.9125,0.0641025641025641,4
vanilla,0.825,0.07042253521126761,5
multiple,0.9,0.06493506493506493,5
vanilla,0.7875,0.07352941176470588,6
multiple,0.9125,0.0759493670886076,6
vanilla,0.925,0.11904761904761904,7
multiple,0.9,0.06493506493506493,7
vanilla,0.9375,0.14772727272727273,8
multiple,0.9,0.06493506493506493,8
vanilla,0.9,0.12195121951219512,9
multiple,0.9,0.06493506493506493,9
vanilla,0.9,0.12195121951219512,10
multiple,0.9,0.05263157894736842,10
vanilla,0.95,0.17391304347826086,11
multiple,0.9,0.06493506493506493,11
vanilla,0.9125,0.13095238095238096,12
multiple,0.8875,0.07792207792207792,12
vanilla,0.925,0.08641975308641975,13
multiple,0.9,0.05263157894736842,13
vanilla,0.9125,0.10975609756097561,14
multiple,0.9125,0.0641025641025641,14
vanilla,0.9375,0.0963855421686747,15
multiple,0.9,0.07692307692307693,15
vanilla,0.95,0.20833333333333334,16
multiple,0.8875,0.05333333333333334,16
vanilla,0.925,0.16853932584269662,17
multiple,0.9,0.07692307692307693,17
vanilla,0.9375,0.13793103448275862,18
multiple,0.9125,0.0759493670886076,18
vanilla,0.875,0.06666666666666667,19
multiple,0.9,0.06493506493506493,19
vanilla,0.95,0.19148936170212766,20
multiple,0.9,0.06493506493506493,20
