method,power,fdp,seedB
vanilla,0.45,0.05263157894736842,1
multiple,0.3625,0,1
vanilla,0.525,0.10638297872340426,2
multiple,0.4,0.030303030303030304,2
vanilla,0.55,0.022222222222222223,3
multiple,0.4375,0.027777777777777776,3
vanilla,0.4875,0.11363636363636363,4
multiple,0.4375,0,4
vanilla,0.5,0.06976744186046512,5
multiple,0.5,0.06976744186046512,5
vanilla,0.6,0.058823529411764705,6
multiple,0.425,0.02857142857142857,6
vanilla,0.625,0.12280701754385964,7
multiple,0.4125,0,7
vanilla,0.6,0.12727272727272726,8
multiple,0.4375,0.027777777777777776,8
vanilla,0.45,0,9
multiple,0.4125,0.029411764705882353,9
vanilla,0.4,0.030303030303030304,10
multiple,0.3875,0,10
vanilla,0.475,0.05,11
multiple,0.4125,0.029411764705882353,11
vanilla,0.575,0.1320754716981132,12
multiple,0.425,0,12
vanilla,0.5,0.06976744186046512,13
multiple,0.4375,0.027777777777777776,13
vanilla,0.5875,0.17543859649122806,14
multiple,0.3875,0,14
vanilla,0.4875,0.13333333333333333,15
multiple,0.4,0,15
vanilla,0.5,0.06976744186046512,16
multiple,0.3875,0,16
vanilla,0.575,0.09803921568627451,17
multiple,0.4375,0.027777777777777776,17
vanilla,0.25,0,18
multiple,0.4375,0,18
vanilla,0.2875,0,19
multiple,0.4375,0.027777777777777776,19
vanilla,0.475,0.05,20
multiple,0.4125,0,20
