method,power,fdp,seedB
vanilla,0.2125,0.05555555555555555,1
multiple,0.3,0.07692307692307693,1
vanilla,0.2625,0.045454545454545456,2
multiple,0,0,2
vanilla,0.2625,0.08695652173913043,3
multiple,0,0,3
vanilla,0.3875,0.08823529411764706,4
multiple,0,0,4
vanilla,0.2875,0.041666666666666664,5
multiple,0,0,5
vanilla,0.275,0.043478260869565216,6
multiple,0.3,0.07692307692307693,6
vanilla,0.45,0.2,7
multiple,0,0,7
vanilla,0.2875,0.08,8
multiple,0,0,8
vanilla,0.2625,0.16,9
multiple,0,0,9
vanilla,0.2875,0.041666666666666664,10
multiple,0,0,10
vanilla,0.175,0.06666666666666667,11
multiple,0,0,11
vanilla,0.3625,0.09375,12
multiple,0,0,12
vanilla,0.3375,0.12903225806451613,13
multiple,0,0,13
vanilla,0.1625,0,14
multiple,0,0,14
vanilla,0.3375,0.06896551724137931,15
multiple,0,0,15
vanilla,0.3,0.04,16
multiple,0,0,16
vanilla,0.25,0.047619047619047616,17
multiple,0,0,17
vanilla,0.1375,0,18
multiple,0,0,18
vanilla,0.2875,0.08,19
multiple,0,0,19
vanilla,0,0,20
multiple,0,0,20
