method,power,fdp,seedB
vanilla,1,0.13043478260869565,1
multiple,0.9875,0.024691358024691357,1
vanilla,0.95,0.06172839506172839,2
multiple,0.9875,0.036585365853658534,2
vanilla,0.975,0.11363636363636363,3
multiple,0.9875,0.036585365853658534,3
vanilla,0.9625,0.07228915662650602,4
multiple,0.9875,0.036585365853658534,4
vanilla,0.975,0.07142857142857142,5
multiple,1,0.03614457831325301,5
vanilla,0.9875,0.13186813186813187,6
multiple,1,0.03614457831325301,6
vanilla,1,0.09090909090909091,7
multiple,1,0.047619047619047616,7
vanilla,0.975,0.08235294117647059,8
multiple,0.9875,0.036585365853658534,8
vanilla,0.9375,0.025974025974025976,9
multiple,1,0.03614457831325301,9
vanilla,0.975,0.09302325581395349,10
multiple,0.9875,0.036585365853658534,10
vanilla,0.9875,0.15053763440860216,11
multiple,0.9875,0.036585365853658534,11
vanilla,0.9875,0.13186813186813187,12
multiple,0.9875,0.036585365853658534,12
vanilla,0.9875,0.05952380952380952,13
multiple,1,0.03614457831325301,13
vanilla,0.975,0.07142857142857142,14
multiple,1,0.03614457831325301,14
vanilla,0.95,0.08433734939759036,15
multiple,1,0.03614457831325301,15
vanilla,0.95,0.07317073170731707,16
multiple,0.9875,0.0125,16
vanilla,1,0.06976744186046512,17
multiple,0.9875,0.024691358024691357,17
vanilla,0.975,0.04878048780487805,18
multiple,0.9875,0.024691358024691357,18
vanilla,1,0.09090909090909091,19
multiple,1,0.047619047619047616,19
vanilla,0.9875,0.08139534883720931,20
multiple,0.9875,0.036585365853658534,20
