method,power,fdp,seedB
vanilla,0.9625,0.10465116279069768,1
multiple,0.975,0.04878048780487805,1
vanilla,0.975,0.11363636363636363,2
multiple,0.975,0.04878048780487805,2
vanilla,0.9625,0.08333333333333333,3
multiple,0.975,0.04878048780487805,3
vanilla,0.975,0.08235294117647059,4
multiple,0.975,0.037037037037037035,4
vanilla,0.9625,0.06097560975609756,5
multiple,0.975,0.037037037037037035,5
vanilla,0.975,0.04878048780487805,6
multiple,0.975,0.037037037037037035,6
vanilla,0.975,0.07142857142857142,7
multiple,0.975,0.037037037037037035,7
vanilla,0.975,0.08235294117647059,8
multiple,0.975,0.04878048780487805,8
vanilla,0.8875,0.013888888888888888,9
multiple,0.975,0.037037037037037035,9
vanilla,0.975,0.10344827586206896,10
multiple,0.975,0.037037037037037035,10
vanilla,0.9625,0.06097560975609756,11
multiple,0.975,0.037037037037037035,11
vanilla,0.975,0.1958762886597938,12
multiple,0.975,0.037037037037037035,12
vanilla,0.95,0.13636363636363635,13
multiple,0.975,0.04878048780487805,13
vanilla,0.9625,0.16304347826086957,14
multiple,0.975,0.037037037037037035,14
vanilla,0.9625,0.10465116279069768,15
multiple,0.975,0.037037037037037035,15
vanilla,0.9625,0.10465116279069768,16
multiple,0.975,0.037037037037037035,16
vanilla,0.975,0.09302325581395349,17
multiple,0.975,0.037037037037037035,17
vanilla,0.9625,0.04938271604938271,18
multiple,0.975,0.04878048780487805,18
vanilla,0.9375,0.10714285714285714,19
multiple,0.975,0.037037037037037035,19
vanilla,0.9625,0.10465116279069768,20
multiple,0.975,0.037037037037037035,20
