method,power,fdp,seedB
vanilla,1,0.03614457831325301,1
multiple,1,0.058823529411764705,1
vanilla,1,0.13043478260869565,2
multiple,1,0.047619047619047616,2
vanilla,1,0.2079207920792079,3
multiple,1,0.047619047619047616,3
vanilla,1,0.13043478260869565,4
multiple,1,0.03614457831325301,4
vanilla,1,0.03614457831325301,5
multiple,1,0.047619047619047616,5
vanilla,1,0.12087912087912088,6
multiple,1,0.03614457831325301,6
vanilla,1,0.12087912087912088,7
multiple,1,0.03614457831325301,7
vanilla,0.9875,0.04819277108433735,8
multiple,1,0.03614457831325301,8
vanilla,0.9875,0.04819277108433735,9
multiple,1,0.047619047619047616,9
vanilla,1,0.06976744186046512,10
multiple,1,0.03614457831325301,10
vanilla,1,0.09090909090909091,11
multiple,1,0.03614457831325301,11
vanilla,1,0.09090909090909091,12
multiple,1,0.047619047619047616,12
vanilla,0.9875,0.09195402298850575,13
multiple,1,0.047619047619047616,13
vanilla,0.9875,0.05952380952380952,14
multiple,1,0.047619047619047616,14
vanilla,0.9875,0.08139534883720931,15
multiple,1,0.047619047619047616,15
vanilla,0.975,0.10344827586206896,16
multiple,1,0.047619047619047616,16
vanilla,1,0.17525773195876287,17
multiple,1,0.047619047619047616,17
vanilla,1,0.16666666666666666,18
multiple,1,0.03614457831325301,18
vanilla,0.9875,0.04819277108433735,19
multiple,1,0.047619047619047616,19
vanilla,1,0.13043478260869565,20
multiple,1,0.03614457831325301,20
