method,power,fdp,seedB
vanilla,0.8625,0.11538461538461539,1
multiple,0.825,0.043478260869565216,1
vanilla,0.7125,0.08064516129032258,2
multiple,0.825,0.043478260869565216,2
vanilla,0.85,0.1282051282051282,3
multiple,0.825,0.043478260869565216,3
vanilla,0.7625,0.046875,4
multiple,0.8125,0.04411764705882353,4
vanilla,0.8375,0.10666666666666667,5
multiple,0.825,0.043478260869565216,5
vanilla,0.85,0.15,6
multiple,0.8125,0.04411764705882353,6
vanilla,0.825,0.12,7
multiple,0.8,0.04477611940298507,7
vanilla,0.8375,0.14102564102564102,8
multiple,0.8125,0.04411764705882353,8
vanilla,0.85,0.13924050632911392,9
multiple,0.8125,0.04411764705882353,9
vanilla,0.925,0.16853932584269662,10
multiple,0.8125,0.04411764705882353,10
vanilla,0.875,0.13580246913580246,11
multiple,0.8,0.04477611940298507,11
vanilla,0.8875,0.07792207792207792,12
multiple,0.8375,0.056338028169014086,12
vanilla,0.8,0.09859154929577464,13
multiple,0.825,0.043478260869565216,13
vanilla,0.8625,0.09210526315789473,14
multiple,0.8125,0.04411764705882353,14
vanilla,0.8125,0.13333333333333333,15
multiple,0.8,0.04477611940298507,15
vanilla,0.8375,0.11842105263157894,16
multiple,0.8125,0.04411764705882353,16
vanilla,0.8625,0.09210526315789473,17
multiple,0.825,0.05714285714285714,17
vanilla,0.825,0.0958904109589041,18
multiple,0.825,0.043478260869565216,18
vanilla,0.8375,0.11842105263157894,19
multiple,0.8,0.04477611940298507,19
vanilla,0.8,0.09859154929577464,20
multiple,0.8125,0.04411764705882353,20
