method,power,fdp,seedB
vanilla,0.3625,0.12121212121212122,1
multiple,0,0,1
vanilla,0.35,0.125,2
multiple,0,0,2
vanilla,0.45,0.07692307692307693,3
multiple,0,0,3
vanilla,0.5,0.21568627450980393,4
multiple,0,0,4
vanilla,0.25,0.09090909090909091,5
multiple,0,0,5
vanilla,0.2375,0.05,6
multiple,0,0,6
vanilla,0.175,0.06666666666666667,7
multiple,0,0,7
vanilla,0.2625,0.08695652173913043,8
multiple,0,0,8
vanilla,0.1375,0.08333333333333333,9
multiple,0,0,9
vanilla,0,0,10
multiple,0,0,10
vanilla,0.3625,0.12121212121212122,11
multiple,0,0,11
vanilla,0.125,0.16666666666666666,12
multiple,0.2125,0.10526315789473684,12
vanilla,0.15,0.07692307692307693,13
multiple,0,0,13
vanilla,0,0,14
multiple,0.225,0.1,14
vanilla,0.3375,0.1,15
multiple,0,0,15
vanilla,0.3875,0.1388888888888889,16
multiple,0,0,16
vanilla,0.4,0.1111111111111111,17
multiple,0,0,17
vanilla,0.2875,0.14814814814814814,18
multiple,0,0,18
vanilla,0.3875,0.11428571428571428,19
multiple,0,0,19
vanilla,0.4125,0.175,20
multiple,0.2625,0.08695652173913043,20
