method,power,fdp,seedB
vanilla,0.6625,0.08620689655172414,1
multiple,0.6375,0.03773584905660377,1
vanilla,0.6375,0.1206896551724138,2
multiple,0.575,0.02127659574468085,2
vanilla,0.775,0.29545454545454547,3
multiple,0.5625,0.021739130434782608,3
vanilla,0.5875,0.0784313725490196,4
multiple,0.6125,0.0392156862745098,4
vanilla,0.6375,0.08928571428571429,5
multiple,0.6,0.02040816326530612,5
vanilla,0.6,0.04,6
multiple,0.575,0.02127659574468085,6
vanilla,0.725,0.1076923076923077,7
multiple,0.5875,0.020833333333333332,7
vanilla,0.6625,0.05357142857142857,8
multiple,0.6125,0.02,8
vanilla,0.725,0.1076923076923077,9
multiple,0.6,0.02040816326530612,9
vanilla,0.675,0.06896551724137931,10
multiple,0.6625,0.018518518518518517,10
vanilla,0.65,0.05454545454545454,11
multiple,0.5625,0.021739130434782608,11
vanilla,0.775,0.1506849315068493,12
multiple,0.6375,0.03773584905660377,12
vanilla,0.5625,0.021739130434782608,13
multiple,0.6,0.02040816326530612,13
vanilla,0.6125,0.057692307692307696,14
multiple,0.625,0.038461538461538464,14
vanilla,0.6875,0.25675675675675674,15
multiple,0.65,0.018867924528301886,15
vanilla,0.6625,0.08620689655172414,16
multiple,0.65,0.018867924528301886,16
vanilla,0.65,0.05454545454545454,17
multiple,0.5875,0.020833333333333332,17
vanilla,0.6375,0.03773584905660377,18
multiple,0.5875,0.020833333333333332,18
vanilla,0.5125,0.06818181818181818,19
multiple,0.5875,0.020833333333333332,19
vanilla,0.6625,0.1016949152542373,20
multiple,0.5875,0.020833333333333332,20
