method,power,fdp,seedB
vanilla,0.55,0.12,1
multiple,0.3875,0.08823529411764706,1
vanilla,0.6,0.2,2
multiple,0.45,0.1,2
vanilla,0.375,0.0625,3
multiple,0.3625,0.06451612903225806,3
vanilla,0.45,0.1,4
multiple,0.4,0.08571428571428572,4
vanilla,0.4,0.08571428571428572,5
multiple,0.3875,0.08823529411764706,5
vanilla,0.5625,0.11764705882352941,6
multiple,0.425,0.08108108108108109,6
vanilla,0.625,0.21875,7
multiple,0.425,0.08108108108108109,7
vanilla,0.525,0.125,8
multiple,0.3625,0.06451612903225806,8
vanilla,0.575,0.11538461538461539,9
multiple,0.375,0.09090909090909091,9
vanilla,0.6125,0.18333333333333332,10
multiple,0.4125,0.08333333333333333,10
vanilla,0.4625,0.075,11
multiple,0.425,0.08108108108108109,11
vanilla,0.6125,0.19672131147540983,12
multiple,0.35,0.06666666666666667,12
vanilla,0.55,0.13725490196078433,13
multiple,0.425,0.08108108108108109,13
vanilla,0.4875,0.15217391304347827,14
multiple,0.375,0.0625,14
vanilla,0.575,0.14814814814814814,15
multiple,0.4,0.08571428571428572,15
vanilla,0.4625,0.075,16
multiple,0.375,0.09090909090909091,16
vanilla,0.5375,0.1568627450980392,17
multiple,0.3625,0.06451612903225806,17
vanilla,0.5625,0.11764705882352941,18
multiple,0.4375,0.07894736842105263,18
vanilla,0.5875,0.22950819672131148,19
multiple,0.3875,0.06060606060606061,19
vanilla,0.4375,0.14634146341463414,20
multiple,0.375,0.03225806451612903,20
