method,power,fdp,seedB
vanilla,0.5,0.09090909090909091,1
multiple,0.45,0.02702702702702703,1
vanilla,0.525,0.08695652173913043,2
multiple,0.4,0.030303030303030304,2
vanilla,0.4,0.030303030303030304,3
multiple,0.4375,0.027777777777777776,3
vanilla,0.475,0.07317073170731707,4
multiple,0.4375,0.027777777777777776,4
vanilla,0.375,0.03225806451612903,5
multiple,0.4125,0.029411764705882353,5
vanilla,0.475,0.09523809523809523,6
multiple,0.4,0.030303030303030304,6
vanilla,0.525,0.125,7
multiple,0.4125,0.029411764705882353,7
vanilla,0.45,0.1,8
multiple,0.425,0.02857142857142857,8
vanilla,0.475,0.09523809523809523,9
multiple,0.425,0.02857142857142857,9
vanilla,0.3875,0.06060606060606061,10
multiple,0.4,0.030303030303030304,10
vanilla,0.3875,0.03125,11
multiple,0.425,0.02857142857142857,11
vanilla,0.575,0.11538461538461539,12
multiple,0.45,0.02702702702702703,12
vanilla,0.5625,0.0425531914893617,13
multiple,0.4125,0.029411764705882353,13
vanilla,0.375,0.03225806451612903,14
multiple,0.4,0.030303030303030304,14
vanilla,0.375,0.03225806451612903,15
multiple,0.4,0.030303030303030304,15
vanilla,0.3625,0.03333333333333333,16
multiple,0.4125,0.029411764705882353,16
vanilla,0.3625,0.03333333333333333,17
multiple,0.425,0.02857142857142857,17
vanilla,0.475,0.09523809523809523,18
multiple,0.4375,0.027777777777777776,18
vanilla,0.3625,0.03333333333333333,19
multiple,0.425,0.02857142857142857,19
vanilla,0.525,0.17647058823529413,20
multiple,0.4375,0.027777777777777776,20
