method,power,fdp,seedB
vanilla,0.9375,0.025974025974025976,1
multiple,0.95,0.012987012987012988,1
vanilla,0.9375,0.038461538461538464,2
multiple,0.95,0.012987012987012988,2
vanilla,0.975,0.14285714285714285,3
multiple,0.95,0.012987012987012988,3
vanilla,0.975,0.07142857142857142,4
multiple,0.95,0.012987012987012988,4
vanilla,0.95,0.0379746835443038,5
multiple,0.95,0.012987012987012988,5
vanilla,0.95,0.09523809523809523,6
multiple,0.95,0.012987012987012988,6
vanilla,0.9375,0.038461538461538464,7
multiple,0.95,0.012987012987012988,7
vanilla,0.9625,0.09411764705882353,8
multiple,0.95,0.012987012987012988,8
vanilla,0.9875,0.13186813186813187,9
multiple,0.95,0.012987012987012988,9
vanilla,0.95,0.05,10
multiple,0.95,0.012987012987012988,10
vanilla,0.95,0.05,11
multiple,0.95,0.012987012987012988,11
vanilla,0.9625,0.06097560975609756,12
multiple,0.95,0.012987012987012988,12
vanilla,0.95,0.07317073170731707,13
multiple,0.95,0.012987012987012988,13
vanilla,0.9625,0.04938271604938271,14
multiple,0.95,0.012987012987012988,14
vanilla,0.925,0.03896103896103896,15
multiple,0.95,0.012987012987012988,15
vanilla,0.975,0.060240963855421686,16
multiple,0.95,0.02564102564102564,16
vanilla,0.95,0.012987012987012988,17
multiple,0.95,0.012987012987012988,17
vanilla,0.95,0,18
multiple,0.95,0.012987012987012988,18
vanilla,0.95,0.05,19
multiple,0.95,0.012987012987012988,19
vanilla,0.8875,0.0273972602739726,20
multiple,0.95,0.012987012987012988,20
