method,power,fdp,seedB
vanilla,0.6625,0,1
multiple,0.7125,0.017241379310344827,1
vanilla,0.75,0.03225806451612903,2
multiple,0.6875,0.017857142857142856,2
vanilla,0.8125,0.09722222222222222,3
multiple,0.7,0.017543859649122806,3
vanilla,0.775,0.06060606060606061,4
multiple,0.6875,0,4
vanilla,0.65,0.037037037037037035,5
multiple,0.7125,0.017241379310344827,5
vanilla,0.75,0.047619047619047616,6
multiple,0.7125,0.017241379310344827,6
vanilla,0.675,0.01818181818181818,7
multiple,0.725,0.01694915254237288,7
vanilla,0.775,0.015873015873015872,8
multiple,0.7125,0.017241379310344827,8
vanilla,0.7375,0.03278688524590164,9
multiple,0.7,0.017543859649122806,9
vanilla,0.8,0.030303030303030304,10
multiple,0.7125,0.017241379310344827,10
vanilla,0.7375,0.03278688524590164,11
multiple,0.7,0.017543859649122806,11
vanilla,0.8,0.09859154929577464,12
multiple,0.7125,0.017241379310344827,12
vanilla,0.75,0.03225806451612903,13
multiple,0.7125,0.017241379310344827,13
vanilla,0.725,0.03333333333333333,14
multiple,0.7,0.017543859649122806,14
vanilla,0.6375,0,15
multiple,0.7,0.017543859649122806,15
vanilla,0.6875,0.03508771929824561,16
multiple,0.7,0.017543859649122806,16
vanilla,0.7375,0.016666666666666666,17
multiple,0.7125,0.017241379310344827,17
vanilla,0.725,0.03333333333333333,18
multiple,0.7,0.017543859649122806,18
vanilla,0.6875,0.017857142857142856,19
multiple,0.6875,0.03508771929824561,19
vanilla,0.825,0.07042253521126761,20
multiple,0.7,0.017543859649122806,20
