method,power,fdp,seedB
vanilla,0.2875,0,1
multiple,0.35,0,1
vanilla,0.3625,0.03333333333333333,2
multiple,0.3125,0,2
vanilla,0.375,0,3
multiple,0.3625,0,3
vanilla,0.3875,0.03125,4
multiple,0.325,0,4
vanilla,0.3,0,5
multiple,0.325,0,5
vanilla,0.3875,0,6
multiple,0.325,0,6
vanilla,0.3125,0,7
multiple,0.35,0,7
vanilla,0.3875,0.03125,8
multiple,0.325,0,8
vanilla,0.3875,0.03125,9
multiple,0.225,0,9
vanilla,0.25,0,10
multiple,0.325,0,10
vanilla,0.375,0,11
multiple,0.275,0,11
vanilla,0.25,0,12
multiple,0.3125,0,12
vanilla,0,0,13
multiple,0.325,0,13
vanilla,0.3625,0.03333333333333333,14
multiple,0.3,0,14
vanilla,0.3125,0,15
multiple,0.325,0,15
vanilla,0.275,0,16
multiple,0.35,0,16
vanilla,0.4125,0.029411764705882353,17
multiple,0.325,0,17
vanilla,0.3125,0,18
multiple,0.3375,0,18
vanilla,0.425,0.05555555555555555,19
multiple,0.375,0,19
vanilla,0.3,0,20
multiple,0.325,0,20
