method,power,fdp,seedB
vanilla,0.325,0.16129032258064516,1
multiple,0,0,1
vanilla,0.3125,0.21875,2
multiple,0.2,0.1111111111111111,2
vanilla,0,0,3
multiple,0,0,3
vanilla,0.2625,0.08695652173913043,4
multiple,0,0,4
vanilla,0.2125,0.15,5
multiple,0,0,5
vanilla,0.3375,0.18181818181818182,6
multiple,0,0,6
vanilla,0.425,0.22727272727272727,7
multiple,0,0,7
vanilla,0.3875,0.20512820512820512,8
multiple,0,0,8
vanilla,0,0,9
multiple,0.2625,0.125,9
vanilla,0.425,0.2608695652173913,10
multiple,0,0,10
vanilla,0.25,0.09090909090909091,11
multiple,0,0,11
vanilla,0.3125,0.1935483870967742,12
multiple,0,0,12
vanilla,0.3125,0.16666666666666666,13
multiple,0.25,0.09090909090909091,13
vanilla,0.15,0.14285714285714285,14
multiple,0.225,0.1,14
vanilla,0.325,0.21212121212121213,15
multiple,0,0,15
vanilla,0,0,16
multiple,0,0,16
vanilla,0.325,0.16129032258064516,17
multiple,0,0,17
vanilla,0.3625,0.14705882352941177,18
multiple,0,0,18
vanilla,0.2125,0.15,19
multiple,0,0,19
vanilla,0.2,0.2,20
multiple,0,0,20
