method,power,fdp,seedB
vanilla,0.9375,0.18478260869565216,1
multiple,0.9125,0.0875,1
vanilla,0.8625,0.11538461538461539,2
multiple,0.925,0.075,2
vanilla,0.875,0.125,3
multiple,0.8875,0.06578947368421052,3
vanilla,0.9,0.14285714285714285,4
multiple,0.9125,0.0759493670886076,4
vanilla,0.875,0.13580246913580246,5
multiple,0.9,0.07692307692307693,5
vanilla,0.875,0.1566265060240964,6
multiple,0.9,0.07692307692307693,6
vanilla,0.9125,0.13095238095238096,7
multiple,0.9125,0.0759493670886076,7
vanilla,0.9125,0.1797752808988764,8
multiple,0.925,0.075,8
vanilla,0.8625,0.1375,9
multiple,0.9,0.07692307692307693,9
vanilla,0.9125,0.09876543209876543,10
multiple,0.9,0.07692307692307693,10
vanilla,0.825,0.08333333333333333,11
multiple,0.9,0.07692307692307693,11
vanilla,0.8875,0.14457831325301204,12
multiple,0.9,0.07692307692307693,12
vanilla,0.925,0.075,13
multiple,0.8875,0.07792207792207792,13
vanilla,0.9,0.12195121951219512,14
multiple,0.925,0.075,14
vanilla,0.9125,0.21505376344086022,15
multiple,0.9,0.07692307692307693,15
vanilla,0.925,0.13953488372093023,16
multiple,0.9,0.07692307692307693,16
vanilla,0.8625,0.12658227848101267,17
multiple,0.8875,0.07792207792207792,17
vanilla,0.9125,0.1411764705882353,18
multiple,0.875,0.07894736842105263,18
vanilla,0.925,0.1956521739130435,19
multiple,0.8875,0.07792207792207792,19
vanilla,0.9125,0.10975609756097561,20
multiple,0.9125,0.0759493670886076,20
