method,power,fdp,seedB
vanilla,0.9625,0.16304347826086957,1
multiple,0.9375,0.025974025974025976,1
vanilla,0.9625,0.11494252873563218,2
multiple,0.9375,0.038461538461538464,2
vanilla,0.9375,0.038461538461538464,3
multiple,0.9375,0.025974025974025976,3
vanilla,0.925,0.06329113924050633,4
multiple,0.9375,0.05063291139240506,4
vanilla,0.95,0.11627906976744186,5
multiple,0.9375,0.025974025974025976,5
vanilla,0.9375,0.0963855421686747,6
multiple,0.9375,0.025974025974025976,6
vanilla,0.9625,0.11494252873563218,7
multiple,0.9375,0.013157894736842105,7
vanilla,0.95,0.10588235294117647,8
multiple,0.9375,0.013157894736842105,8
vanilla,0.95,0.09523809523809523,9
multiple,0.9375,0.025974025974025976,9
vanilla,0.9625,0.08333333333333333,10
multiple,0.9375,0.05063291139240506,10
vanilla,0.9375,0.08536585365853659,11
multiple,0.9375,0.05063291139240506,11
vanilla,0.9625,0.125,12
multiple,0.9375,0.038461538461538464,12
vanilla,0.975,0.14285714285714285,13
multiple,0.9375,0.013157894736842105,13
vanilla,0.9625,0.11494252873563218,14
multiple,0.9375,0.025974025974025976,14
vanilla,0.925,0.11904761904761904,15
multiple,0.9375,0.025974025974025976,15
vanilla,0.9375,0.0963855421686747,16
multiple,0.9375,0.013157894736842105,16
vanilla,0.9625,0.14444444444444443,17
multiple,0.9375,0.05063291139240506,17
vanilla,0.925,0.1590909090909091,18
multiple,0.9375,0.025974025974025976,18
vanilla,0.925,0.08641975308641975,19
multiple,0.9375,0.013157894736842105,19
vanilla,0.9375,0.0963855421686747,20
multiple,0.9375,0.025974025974025976,20
