method,power,fdp,seedB
vanilla,0.8625,0.06756756756756757,1
multiple,0.925,0.06329113924050633,1
vanilla,0.875,0.10256410256410256,2
multiple,0.9125,0.0641025641025641,2
vanilla,0.95,0.1827956989247312,3
multiple,0.9,0.06493506493506493,3
vanilla,0.9375,0.0963855421686747,4
multiple,0.925,0.06329113924050633,4
vanilla,0.95,0.14606741573033707,5
multiple,0.925,0.075,5
vanilla,0.9125,0.13095238095238096,6
multiple,0.925,0.075,6
vanilla,0.8625,0.09210526315789473,7
multiple,0.925,0.06329113924050633,7
vanilla,0.9375,0.12790697674418605,8
multiple,0.9125,0.0641025641025641,8
vanilla,0.925,0.12941176470588237,9
multiple,0.925,0.06329113924050633,9
vanilla,0.95,0.09523809523809523,10
multiple,0.925,0.06329113924050633,10
vanilla,0.85,0.09333333333333334,11
multiple,0.9,0.06493506493506493,11
vanilla,0.9375,0.0963855421686747,12
multiple,0.9125,0.0759493670886076,12
vanilla,0.9625,0.18947368421052632,13
multiple,0.9125,0.0641025641025641,13
vanilla,0.9125,0.10975609756097561,14
multiple,0.925,0.075,14
vanilla,0.9125,0.1411764705882353,15
multiple,0.925,0.06329113924050633,15
vanilla,0.875,0.09090909090909091,16
multiple,0.9125,0.0759493670886076,16
vanilla,0.95,0.12643678160919541,17
multiple,0.9375,0.07407407407407407,17
vanilla,0.975,0.16129032258064516,18
multiple,0.9375,0.07407407407407407,18
vanilla,0.9375,0.12790697674418605,19
multiple,0.9375,0.0625,19
vanilla,0.9375,0.10714285714285714,20
multiple,0.925,0.075,20
