method,power,fdp,seedB
vanilla,0.9875,0.07058823529411765,1
multiple,0.9875,0,1
vanilla,0.9875,0.05952380952380952,2
multiple,0.975,0.012658227848101266,2
vanilla,1,0.058823529411764705,3
multiple,0.9625,0,3
vanilla,0.975,0.025,4
multiple,0.9625,0.01282051282051282,4
vanilla,0.9625,0.04938271604938271,5
multiple,0.975,0.025,5
vanilla,0.9375,0,6
multiple,0.9875,0.0125,6
vanilla,0.9875,0.0125,7
multiple,0.9625,0,7
vanilla,1,0.08045977011494253,8
multiple,0.9875,0,8
vanilla,0.9625,0.06097560975609756,9
multiple,0.9875,0.0125,9
vanilla,1,0.06976744186046512,10
multiple,0.975,0,10
vanilla,0.9875,0.07058823529411765,11
multiple,0.975,0,11
vanilla,0.95,0.02564102564102564,12
multiple,0.975,0,12
vanilla,0.9875,0.16842105263157894,13
multiple,0.9875,0.0125,13
vanilla,0.9625,0.01282051282051282,14
multiple,0.9875,0.0125,14
vanilla,0.975,0.037037037037037035,15
multiple,0.975,0.012658227848101266,15
vanilla,0.9625,0.01282051282051282,16
multiple,0.9875,0.0125,16
vanilla,1,0.03614457831325301,17
multiple,0.9875,0,17
vanilla,0.975,0.012658227848101266,18
multiple,0.9875,0.024691358024691357,18
vanilla,0.9875,0.12222222222222222,19
multiple,0.9625,0,19
vanilla,0.9875,0.05952380952380952,20
multiple,0.9875,0.0125,20
