method,power,fdp,seedB
vanilla,0.9875,0.13186813186813187,1
multiple,1,0.058823529411764705,1
vanilla,1,0.08045977011494253,2
multiple,1,0.058823529411764705,2
vanilla,0.9875,0.10227272727272728,3
multiple,1,0.08045977011494253,3
vanilla,0.9875,0.08139534883720931,4
multiple,1,0.06976744186046512,4
vanilla,0.9875,0.05952380952380952,5
multiple,1,0.058823529411764705,5
vanilla,1,0.058823529411764705,6
multiple,1,0.058823529411764705,6
vanilla,1,0.13043478260869565,7
multiple,1,0.08045977011494253,7
vanilla,1,0.13978494623655913,8
multiple,1,0.058823529411764705,8
vanilla,1,0.1111111111111111,9
multiple,1,0.06976744186046512,9
vanilla,1,0.1111111111111111,10
multiple,1,0.058823529411764705,10
vanilla,1,0.16666666666666666,11
multiple,1,0.058823529411764705,11
vanilla,0.9875,0.12222222222222222,12
multiple,1,0.06976744186046512,12
vanilla,0.9875,0.09195402298850575,13
multiple,1,0.047619047619047616,13
vanilla,1,0.10112359550561797,14
multiple,1,0.058823529411764705,14
vanilla,1,0.09090909090909091,15
multiple,1,0.08045977011494253,15
vanilla,1,0.2079207920792079,16
multiple,1,0.047619047619047616,16
vanilla,1,0.16666666666666666,17
multiple,1,0.06976744186046512,17
vanilla,0.9875,0.13186813186813187,18
multiple,1,0.06976744186046512,18
vanilla,1,0.058823529411764705,19
multiple,1,0.058823529411764705,19
vanilla,1,0.1836734693877551,20
multiple,1,0.06976744186046512,20
